,time,location_name,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum,windspeed_10m_max,windgusts_10m_max
210106,2014-12-08,Reykjavik,75.0,2.3,-8.0,-4.3,-8.1,-12.6,-10.6,19.5,3.4,11.41,60.9,113.0
210107,2014-12-09,Reykjavik,75.0,2.5,-4.5,-1.4,-5.3,-10.6,-7.2,12.0,4.4,5.46,58.5,111.2
210114,2014-12-16,Reykjavik,75.0,2.0,-16.3,-5.3,-3.7,-21.4,-12.4,24.6,5.5,13.37,50.1,93.2
210115,2014-12-17,Reykjavik,73.0,0.5,-1.6,-0.5,-7.1,-10.1,-8.7,2.6,0.4,1.68,52.6,108.0
210118,2014-12-20,Reykjavik,75.0,4.8,-8.9,-1.3,-1.4,-12.7,-7.1,16.2,8.8,5.18,40.4,78.5
210126,2014-12-28,Reykjavik,3.0,5.0,-5.9,2.1,-1.7,-11.2,-4.0,0.0,0.0,0.0,37.8,66.2
210133,2015-01-04,Reykjavik,75.0,7.3,-2.6,2.3,-0.7,-9.4,-4.5,24.8,21.2,2.59,57.0,104.4
210153,2015-01-24,Reykjavik,75.0,5.4,-1.8,-0.1,-0.1,-11.1,-7.5,14.9,9.9,3.5,50.9,85.0
210154,2015-01-25,Reykjavik,73.0,5.4,-0.7,2.0,-0.2,-10.3,-6.2,3.9,3.5,0.28,53.8,104.0
210163,2015-02-03,Reykjavik,51.0,3.3,-14.8,-8.0,-3.6,-20.1,-13.7,0.7,0.7,0.0,34.4,58.3
210174,2015-02-14,Reykjavik,73.0,6.4,-2.8,2.9,0.2,-7.8,-3.6,32.6,29.8,2.03,44.3,91.1
210185,2015-02-25,Reykjavik,75.0,2.5,-2.6,0.1,-5.1,-9.1,-7.1,16.8,3.8,9.1,49.6,96.8
210198,2015-03-10,Reykjavik,75.0,4.0,-5.6,-1.2,-5.7,-10.7,-8.5,11.3,3.0,5.95,59.3,111.6
210201,2015-03-13,Reykjavik,71.0,5.8,0.1,3.0,-0.1,-6.3,-4.1,10.6,10.5,0.07,56.3,109.8
210202,2015-03-14,Reykjavik,63.0,8.1,2.9,4.9,-0.2,-6.0,-3.6,15.7,15.7,0.0,69.8,149.4
210213,2015-03-25,Reykjavik,75.0,2.4,-0.8,1.5,-1.6,-6.2,-3.5,22.2,9.3,9.03,43.1,79.2
210303,2015-06-23,Reykjavik,3.0,11.7,7.2,9.5,10.8,5.9,8.4,0.0,0.0,0.0,4.4,14.8
210306,2015-06-26,Reykjavik,51.0,18.3,6.3,12.4,17.7,3.6,10.3,1.2,1.2,0.0,13.2,29.2
210312,2015-07-02,Reykjavik,61.0,15.9,8.6,11.8,15.8,7.1,11.0,7.8,7.8,0.0,8.0,29.5
210313,2015-07-03,Reykjavik,61.0,15.4,9.7,12.1,15.5,8.8,11.5,5.8,5.8,0.0,6.8,26.3
210314,2015-07-04,Reykjavik,3.0,18.0,9.7,14.4,17.0,8.9,13.6,0.0,0.0,0.0,11.9,25.6
210315,2015-07-05,Reykjavik,53.0,15.5,9.8,12.9,14.2,9.0,12.1,3.2,3.2,0.0,9.6,37.4
210323,2015-07-13,Reykjavik,61.0,13.5,9.4,11.4,12.3,8.2,10.5,10.5,10.5,0.0,9.5,22.0
210361,2015-08-20,Reykjavik,61.0,14.2,11.9,12.9,13.1,9.4,11.1,6.0,6.0,0.0,15.7,28.8
210362,2015-08-21,Reykjavik,63.0,15.5,9.6,12.1,15.3,7.0,10.6,11.2,11.2,0.0,16.4,29.2
210365,2015-08-24,Reykjavik,61.0,16.5,8.4,11.7,15.5,5.9,10.2,8.3,8.3,0.0,14.2,31.3
210366,2015-08-25,Reykjavik,61.0,19.8,12.4,15.9,18.3,10.2,14.6,3.8,3.8,0.0,13.2,38.2
210381,2015-09-09,Reykjavik,55.0,12.5,11.1,11.8,8.3,4.1,5.6,5.8,5.8,0.0,56.7,104.8
210406,2015-10-04,Reykjavik,61.0,9.4,2.6,5.6,6.8,-3.5,0.2,26.3,26.3,0.0,43.3,82.1
210464,2015-12-01,Reykjavik,75.0,1.5,-7.2,-2.1,-3.6,-13.0,-8.2,18.7,0.6,12.74,48.5,91.4
210470,2015-12-07,Reykjavik,75.0,4.2,-8.6,-1.1,-4.3,-15.0,-8.1,4.3,0.3,2.8,44.5,82.8
210529,2016-02-04,Reykjavik,75.0,2.9,-0.6,1.0,-3.9,-7.3,-6.0,21.8,5.8,11.27,47.6,90.7
210540,2016-02-15,Reykjavik,75.0,3.6,-3.0,1.4,0.8,-9.5,-5.1,30.0,17.9,8.47,42.0,73.4
210541,2016-02-16,Reykjavik,73.0,2.4,-1.6,-0.3,-3.7,-10.5,-8.3,7.0,1.8,3.92,56.7,109.8
210564,2016-03-10,Reykjavik,75.0,5.9,0.1,2.5,0.9,-8.5,-4.5,23.9,19.6,3.01,45.8,83.2
210566,2016-03-12,Reykjavik,75.0,3.8,0.9,2.0,-3.9,-8.9,-6.2,13.1,8.7,3.08,59.0,108.0
210649,2016-06-03,Reykjavik,2.0,17.1,6.0,12.5,17.4,4.2,11.7,0.0,0.0,0.0,8.5,16.9
210666,2016-06-20,Reykjavik,55.0,17.1,10.9,13.7,15.2,8.2,11.4,9.0,9.0,0.0,20.4,37.1
210695,2016-07-19,Reykjavik,55.0,14.9,9.5,12.5,14.5,8.3,11.7,5.4,5.4,0.0,8.0,19.4
210696,2016-07-20,Reykjavik,51.0,19.4,10.7,15.2,18.6,10.1,14.7,0.3,0.3,0.0,12.0,29.9
210697,2016-07-21,Reykjavik,55.0,15.9,11.9,13.7,16.3,11.7,13.7,7.9,7.9,0.0,8.6,19.4
210698,2016-07-22,Reykjavik,51.0,13.4,11.9,12.7,12.8,10.9,11.8,0.1,0.1,0.0,10.5,23.0
210699,2016-07-23,Reykjavik,51.0,14.1,10.7,12.6,13.6,9.7,11.9,1.5,1.5,0.0,8.2,17.6
210700,2016-07-24,Reykjavik,53.0,16.0,10.7,13.2,15.3,10.3,12.3,2.0,2.0,0.0,14.8,33.5
210701,2016-07-25,Reykjavik,53.0,16.9,10.8,13.8,17.0,10.1,13.7,7.3,7.3,0.0,10.8,22.0
210702,2016-07-26,Reykjavik,3.0,18.1,9.4,14.4,15.9,8.7,12.8,0.0,0.0,0.0,18.6,35.6
210703,2016-07-27,Reykjavik,3.0,20.4,9.8,15.6,20.1,7.5,14.0,0.0,0.0,0.0,15.7,32.0
210704,2016-07-28,Reykjavik,1.0,17.7,10.2,14.2,15.4,8.1,11.8,0.0,0.0,0.0,19.4,37.8
210719,2016-08-12,Reykjavik,51.0,16.2,11.1,13.4,15.3,9.8,12.3,0.1,0.1,0.0,11.3,23.4
210722,2016-08-15,Reykjavik,53.0,15.0,11.3,13.6,12.9,7.8,10.5,4.6,4.6,0.0,33.0,61.2
210728,2016-08-21,Reykjavik,53.0,14.4,10.9,12.4,14.1,9.9,11.9,1.3,1.3,0.0,7.1,20.2
210729,2016-08-22,Reykjavik,3.0,18.5,9.2,13.9,17.1,6.9,12.4,0.0,0.0,0.0,12.9,25.2
210730,2016-08-23,Reykjavik,53.0,16.0,11.5,13.7,14.1,9.1,11.5,2.5,2.5,0.0,20.8,43.6
210731,2016-08-24,Reykjavik,3.0,17.8,8.5,13.2,16.5,6.5,11.7,0.0,0.0,0.0,11.1,21.2
210732,2016-08-25,Reykjavik,53.0,14.6,10.1,12.1,13.6,9.4,11.5,1.8,1.8,0.0,8.4,18.0
210773,2016-10-05,Reykjavik,61.0,10.7,8.8,9.8,7.0,1.3,2.9,23.9,23.9,0.0,49.0,91.1
210780,2016-10-12,Reykjavik,63.0,10.4,8.9,9.6,5.2,2.3,3.5,44.0,44.0,0.0,47.4,87.5
210787,2016-10-19,Reykjavik,63.0,10.5,6.7,8.5,3.6,0.1,1.7,27.3,27.3,0.0,53.4,110.2
210797,2016-10-29,Reykjavik,73.0,8.5,1.4,5.3,4.8,-5.1,0.1,19.1,17.9,0.84,37.2,69.1
210810,2016-11-11,Reykjavik,61.0,8.4,2.9,6.6,5.9,-3.8,0.9,30.6,30.6,0.0,46.6,88.2
210856,2016-12-27,Reykjavik,71.0,8.2,0.7,5.7,-0.4,-7.4,-2.6,16.4,16.2,0.14,61.1,122.8
210865,2017-01-05,Reykjavik,71.0,6.7,-0.5,2.4,0.6,-9.8,-5.4,17.0,15.8,0.91,44.6,91.1
210879,2017-01-19,Reykjavik,75.0,4.6,-6.1,-3.1,1.4,-11.2,-7.9,5.0,0.1,3.5,21.9,40.7
210899,2017-02-08,Reykjavik,63.0,6.9,3.3,4.7,0.3,-6.0,-3.2,18.5,18.5,0.0,63.0,132.1
210915,2017-02-24,Reykjavik,75.0,5.1,-2.2,1.4,-1.1,-7.7,-5.5,17.5,4.9,8.96,49.7,102.2
210942,2017-03-23,Reykjavik,73.0,5.5,-1.1,2.1,-0.7,-7.8,-5.1,19.4,15.9,2.45,48.6,96.8
210952,2017-04-02,Reykjavik,75.0,7.2,1.5,4.3,2.5,-5.5,-1.3,26.6,16.9,6.79,39.8,78.1
210955,2017-04-05,Reykjavik,75.0,6.2,-5.9,1.0,1.3,-11.2,-4.1,15.0,10.9,2.94,29.2,55.8
210967,2017-04-17,Reykjavik,73.0,4.3,-0.2,2.1,-0.5,-6.7,-5.5,24.2,23.2,0.7,51.0,93.6
210978,2017-04-28,Reykjavik,75.0,3.4,0.4,2.4,0.8,-6.0,-2.6,32.7,17.6,10.57,38.5,74.2
211001,2017-05-21,Reykjavik,1.0,17.8,4.3,11.3,17.4,1.1,8.7,0.0,0.0,0.0,15.5,37.4
211061,2017-07-20,Reykjavik,53.0,17.5,10.5,13.5,16.7,9.4,12.9,2.2,2.2,0.0,8.9,27.4
211062,2017-07-21,Reykjavik,51.0,15.6,11.5,13.3,15.3,11.1,12.8,0.6,0.6,0.0,12.0,22.0
211065,2017-07-24,Reykjavik,3.0,15.9,11.4,13.3,12.7,8.1,10.1,0.0,0.0,0.0,24.3,46.8
211066,2017-07-25,Reykjavik,3.0,17.1,10.3,13.2,14.3,6.9,10.1,0.0,0.0,0.0,26.7,57.2
211067,2017-07-26,Reykjavik,3.0,19.9,9.8,14.7,18.8,7.9,13.4,0.0,0.0,0.0,14.8,29.9
211068,2017-07-27,Reykjavik,3.0,20.6,10.3,15.8,18.9,9.2,14.3,0.0,0.0,0.0,15.2,32.0
211069,2017-07-28,Reykjavik,51.0,18.4,11.7,15.1,16.8,8.7,12.9,0.5,0.5,0.0,22.2,48.6
211071,2017-07-30,Reykjavik,3.0,18.7,9.9,14.4,16.6,7.1,11.8,0.0,0.0,0.0,17.9,38.9
211072,2017-07-31,Reykjavik,2.0,18.1,9.8,13.6,17.6,7.7,12.0,0.0,0.0,0.0,12.1,27.7
211098,2017-08-26,Reykjavik,61.0,12.1,10.9,11.2,8.7,5.5,7.2,20.8,20.8,0.0,39.2,69.5
211169,2017-11-05,Reykjavik,63.0,4.4,-2.7,0.5,-1.7,-8.9,-7.3,22.8,22.8,0.0,62.5,116.3
211267,2018-02-11,Reykjavik,73.0,-1.9,-4.0,-3.0,-10.4,-13.1,-11.9,3.5,0.0,2.66,48.7,90.4
211277,2018-02-21,Reykjavik,75.0,6.8,-1.6,2.1,-1.2,-7.8,-4.6,21.7,10.4,7.98,55.0,109.4
211279,2018-02-23,Reykjavik,73.0,7.0,0.5,3.2,-1.4,-6.2,-4.2,17.4,15.1,1.61,56.5,105.1
211433,2018-07-27,Reykjavik,51.0,16.1,11.0,13.0,15.4,7.5,10.5,0.3,0.3,0.0,27.2,50.4
211435,2018-07-29,Reykjavik,63.0,23.0,11.9,16.7,22.0,11.4,16.5,22.4,22.4,0.0,22.4,46.8
211436,2018-07-30,Reykjavik,55.0,16.8,11.3,13.9,14.3,8.2,11.0,1.9,1.9,0.0,23.5,46.4
211546,2018-11-17,Reykjavik,61.0,10.2,9.0,9.7,3.6,2.3,2.9,39.0,39.0,0.0,53.6,90.4
211570,2018-12-11,Reykjavik,61.0,9.1,5.1,6.3,1.8,-2.2,-0.6,13.0,13.0,0.0,60.2,108.7
211623,2019-02-02,Reykjavik,3.0,-9.7,-19.1,-15.0,-16.6,-24.7,-20.8,0.0,0.0,0.0,24.6,45.4
211674,2019-03-25,Reykjavik,73.0,6.9,-3.0,4.2,1.4,-9.1,-2.0,22.1,21.4,0.56,38.8,70.6
211702,2019-04-22,Reykjavik,61.0,9.6,-2.2,4.4,7.5,-5.8,1.7,4.1,4.1,0.0,8.9,19.1
211755,2019-06-14,Reykjavik,3.0,20.0,9.1,14.0,18.8,6.4,11.4,0.0,0.0,0.0,17.9,36.7
211756,2019-06-15,Reykjavik,3.0,19.6,8.0,14.1,18.6,6.4,12.1,0.0,0.0,0.0,14.8,37.8
211758,2019-06-17,Reykjavik,3.0,18.2,9.1,13.3,15.9,6.1,10.7,0.0,0.0,0.0,23.5,46.4
211777,2019-07-06,Reykjavik,1.0,19.0,7.4,13.7,17.3,4.6,11.5,0.0,0.0,0.0,16.0,34.6
211778,2019-07-07,Reykjavik,1.0,18.0,8.4,13.4,16.3,5.9,11.2,0.0,0.0,0.0,21.5,42.1
211781,2019-07-10,Reykjavik,51.0,16.3,11.3,13.5,14.9,9.7,12.3,0.1,0.1,0.0,8.9,19.8
211782,2019-07-11,Reykjavik,51.0,15.5,11.6,13.2,15.2,10.8,12.7,0.9,0.9,0.0,5.6,18.0
211783,2019-07-12,Reykjavik,51.0,16.8,11.5,14.0,16.3,11.2,13.8,0.7,0.7,0.0,5.5,21.2
211784,2019-07-13,Reykjavik,53.0,14.8,11.7,13.0,13.2,10.3,11.8,1.9,1.9,0.0,16.2,29.2
211786,2019-07-15,Reykjavik,53.0,15.3,12.6,13.9,13.2,10.4,11.7,4.4,4.4,0.0,24.5,43.6
211787,2019-07-16,Reykjavik,61.0,15.0,12.1,13.5,15.3,11.8,13.3,18.0,18.0,0.0,10.6,22.7
211788,2019-07-17,Reykjavik,53.0,17.4,9.3,14.4,16.1,8.4,13.3,6.0,6.0,0.0,19.2,36.4
211789,2019-07-18,Reykjavik,51.0,18.7,10.4,15.1,16.5,8.5,13.1,0.2,0.2,0.0,18.2,37.4
211790,2019-07-19,Reykjavik,51.0,17.0,10.2,14.1,14.5,7.2,11.3,0.4,0.4,0.0,23.5,44.6
211791,2019-07-20,Reykjavik,61.0,18.1,10.7,14.6,16.1,8.9,13.0,1.8,1.8,0.0,12.4,26.6
211792,2019-07-21,Reykjavik,51.0,17.5,10.5,14.7,16.5,9.6,13.6,2.0,2.0,0.0,14.3,34.9
211793,2019-07-22,Reykjavik,61.0,16.9,10.5,14.2,16.2,9.6,13.6,6.4,6.4,0.0,7.1,18.7
211794,2019-07-23,Reykjavik,51.0,17.5,10.2,14.5,16.5,9.7,13.9,1.3,1.3,0.0,13.8,33.8
211795,2019-07-24,Reykjavik,51.0,16.8,10.9,14.0,14.2,9.4,11.9,0.5,0.5,0.0,21.3,40.0
211797,2019-07-26,Reykjavik,53.0,17.4,10.3,14.1,14.5,9.8,12.6,0.9,0.9,0.0,20.7,36.7
211798,2019-07-27,Reykjavik,55.0,17.0,10.7,14.1,16.2,9.3,12.5,7.4,7.4,0.0,26.1,50.4
211799,2019-07-28,Reykjavik,53.0,16.7,13.8,14.9,15.7,10.8,13.0,2.0,2.0,0.0,24.7,43.9
211800,2019-07-29,Reykjavik,61.0,21.9,13.4,17.2,22.9,13.7,18.2,8.1,8.1,0.0,11.8,31.7
211801,2019-07-30,Reykjavik,63.0,19.0,12.8,16.5,19.5,13.3,17.1,7.5,7.5,0.0,9.4,37.8
211802,2019-07-31,Reykjavik,3.0,20.2,14.5,17.1,18.4,13.9,16.1,0.0,0.0,0.0,13.0,27.4
211803,2019-08-01,Reykjavik,3.0,17.2,11.7,14.4,17.2,11.0,13.7,0.0,0.0,0.0,8.2,23.0
211804,2019-08-02,Reykjavik,3.0,17.2,10.6,14.0,17.0,10.0,13.6,0.0,0.0,0.0,7.2,18.4
211805,2019-08-03,Reykjavik,3.0,17.3,11.5,14.0,16.6,11.6,13.7,0.0,0.0,0.0,10.0,24.5
211806,2019-08-04,Reykjavik,3.0,16.0,11.8,13.6,15.3,10.8,12.9,0.0,0.0,0.0,9.1,27.0
211807,2019-08-05,Reykjavik,51.0,17.4,12.0,14.4,15.0,11.4,13.0,0.2,0.2,0.0,17.4,40.3
211808,2019-08-06,Reykjavik,51.0,15.1,11.3,12.9,13.5,10.0,11.6,0.5,0.5,0.0,13.3,30.6
211824,2019-08-22,Reykjavik,3.0,17.2,8.9,13.2,16.1,7.3,11.9,0.0,0.0,0.0,9.4,21.6
211852,2019-09-19,Reykjavik,63.0,11.7,10.5,11.1,7.9,6.5,7.1,28.9,28.9,0.0,35.5,59.8
211853,2019-09-20,Reykjavik,63.0,11.6,11.2,11.4,9.0,6.9,8.0,18.6,18.6,0.0,31.4,59.4
211856,2019-09-23,Reykjavik,61.0,15.0,10.4,11.8,13.9,6.7,9.5,10.1,10.1,0.0,27.1,54.4
211859,2019-09-26,Reykjavik,61.0,15.6,11.2,13.4,15.0,9.2,12.0,4.9,4.9,0.0,15.2,27.0
211868,2019-10-05,Reykjavik,61.0,9.8,7.0,8.4,7.4,0.9,3.6,27.7,27.7,0.0,44.2,91.4
211923,2019-11-29,Reykjavik,51.0,0.0,-2.5,-1.3,-2.5,-5.9,-4.5,1.3,1.3,0.0,8.0,11.9
211934,2019-12-10,Reykjavik,73.0,0.1,-6.2,-2.3,-5.1,-12.5,-9.4,5.3,0.1,3.64,58.4,107.3
211935,2019-12-11,Reykjavik,71.0,-1.1,-3.9,-2.6,-9.8,-11.8,-11.0,0.6,0.0,0.63,54.7,100.8
211959,2020-01-04,Reykjavik,75.0,5.0,-11.0,-0.2,-1.5,-16.7,-7.8,19.1,8.7,7.28,53.4,98.6
211962,2020-01-07,Reykjavik,73.0,2.7,-2.3,-0.0,-1.2,-12.3,-7.3,11.9,2.6,6.58,53.4,101.5
211963,2020-01-08,Reykjavik,73.0,0.0,-2.4,-1.5,-7.5,-13.1,-10.1,3.1,0.1,2.45,55.8,101.2
211966,2020-01-11,Reykjavik,71.0,3.3,-5.0,-0.9,-3.0,-10.6,-8.2,0.3,0.3,0.21,48.8,96.8
211977,2020-01-22,Reykjavik,71.0,7.8,0.1,4.5,1.0,-8.9,-2.6,15.3,15.1,0.14,49.7,85.0
211978,2020-01-23,Reykjavik,73.0,-0.2,-1.5,-0.8,-9.7,-12.2,-10.8,2.2,0.2,1.61,52.5,100.4
212030,2020-03-15,Reykjavik,73.0,1.6,-13.2,-3.8,-5.5,-19.0,-10.1,1.8,0.5,0.91,38.3,70.6
212051,2020-04-05,Reykjavik,75.0,1.4,-6.8,-4.3,-5.4,-15.9,-12.8,25.3,3.4,15.33,39.9,77.0
212128,2020-06-21,Reykjavik,3.0,18.0,11.2,14.9,15.1,7.6,11.5,0.0,0.0,0.0,25.3,46.8
212131,2020-06-24,Reykjavik,63.0,14.4,9.3,11.7,13.6,7.2,9.8,11.5,11.5,0.0,16.6,33.1
212134,2020-06-27,Reykjavik,55.0,17.5,6.3,12.5,14.9,4.0,10.4,1.7,1.7,0.0,19.9,39.2
212135,2020-06-28,Reykjavik,61.0,19.3,8.7,14.2,19.2,7.2,13.5,5.3,5.3,0.0,14.0,30.6
212136,2020-06-29,Reykjavik,53.0,21.3,11.9,15.8,21.3,11.1,15.2,2.4,2.4,0.0,12.0,29.2
212185,2020-08-17,Reykjavik,3.0,17.0,11.5,14.2,17.3,9.9,13.5,0.0,0.0,0.0,14.2,24.8
212186,2020-08-18,Reykjavik,3.0,19.6,10.4,14.6,20.3,9.8,14.4,0.0,0.0,0.0,11.0,21.2
212285,2020-11-25,Reykjavik,73.0,2.6,-6.2,-1.9,-5.9,-10.4,-7.6,14.0,10.7,2.38,48.7,88.9
212286,2020-11-26,Reykjavik,71.0,5.9,0.8,2.3,-0.3,-9.4,-6.7,9.6,9.4,0.14,55.1,106.2
212291,2020-12-01,Reykjavik,63.0,7.7,1.9,4.3,1.4,-7.9,-3.6,15.7,15.7,0.0,52.2,96.5
212464,2021-05-23,Reykjavik,55.0,11.5,-1.7,6.4,9.1,-6.1,3.1,2.9,2.9,0.0,14.3,28.8
212504,2021-07-02,Reykjavik,3.0,17.8,8.6,13.8,17.6,7.4,13.0,0.0,0.0,0.0,10.5,20.9
212505,2021-07-03,Reykjavik,3.0,17.8,9.4,14.3,17.5,8.8,13.7,0.0,0.0,0.0,11.9,29.9
212506,2021-07-04,Reykjavik,51.0,15.0,10.7,12.7,14.6,10.2,12.0,1.0,1.0,0.0,9.2,22.0
212513,2021-07-11,Reykjavik,51.0,15.1,11.4,13.3,12.7,10.1,11.4,0.5,0.5,0.0,17.2,31.0
212530,2021-07-28,Reykjavik,51.0,18.0,7.9,13.3,15.9,5.7,11.4,1.3,1.3,0.0,17.8,33.1
212531,2021-07-29,Reykjavik,53.0,21.4,9.4,15.7,21.5,7.2,14.9,0.5,0.5,0.0,15.4,24.1
212532,2021-07-30,Reykjavik,53.0,21.0,11.9,17.0,22.5,11.7,17.7,1.7,1.7,0.0,10.4,27.0
212533,2021-07-31,Reykjavik,3.0,16.2,10.8,13.6,15.9,10.3,13.1,0.0,0.0,0.0,14.0,26.6
212534,2021-08-01,Reykjavik,51.0,14.6,11.6,12.9,14.0,10.7,12.1,0.9,0.9,0.0,9.8,18.0
212537,2021-08-04,Reykjavik,61.0,15.4,11.3,12.9,14.8,10.0,12.2,3.8,3.8,0.0,10.0,23.8
212538,2021-08-05,Reykjavik,55.0,15.8,8.5,12.8,15.8,7.3,12.3,5.9,5.9,0.0,9.4,23.8
212540,2021-08-07,Reykjavik,61.0,15.7,10.1,12.8,14.9,9.5,12.1,4.7,4.7,0.0,9.3,23.8
212541,2021-08-08,Reykjavik,3.0,18.4,10.2,14.2,17.4,9.5,13.1,0.0,0.0,0.0,16.0,29.5
212542,2021-08-09,Reykjavik,3.0,17.0,11.1,14.1,14.9,8.8,11.8,0.0,0.0,0.0,21.9,43.6
212543,2021-08-10,Reykjavik,2.0,18.5,9.8,14.5,18.0,7.7,13.5,0.0,0.0,0.0,17.6,28.8
212545,2021-08-12,Reykjavik,51.0,16.4,11.7,13.8,14.7,10.0,12.5,0.2,0.2,0.0,18.2,37.4
212546,2021-08-13,Reykjavik,2.0,18.4,10.1,14.3,17.6,8.4,12.9,0.0,0.0,0.0,17.7,32.8
212551,2021-08-18,Reykjavik,51.0,15.1,11.3,13.0,14.6,10.2,12.3,1.1,1.1,0.0,12.5,20.9
212556,2021-08-23,Reykjavik,61.0,14.7,12.7,13.7,12.5,8.6,10.9,4.1,4.1,0.0,31.6,54.7
212557,2021-08-24,Reykjavik,51.0,15.0,13.6,14.3,12.7,11.1,11.8,0.4,0.4,0.0,26.5,47.2
212558,2021-08-25,Reykjavik,53.0,14.2,12.4,13.3,11.3,8.8,9.7,2.1,2.1,0.0,31.3,59.8
212559,2021-08-26,Reykjavik,61.0,13.5,10.8,12.6,10.9,9.1,9.9,5.3,5.3,0.0,31.2,57.6
212560,2021-08-27,Reykjavik,55.0,13.7,11.3,12.7,10.1,7.8,8.5,7.3,7.3,0.0,38.7,72.7
212564,2021-08-31,Reykjavik,3.0,14.0,11.8,12.7,11.2,9.4,10.1,0.0,0.0,0.0,22.7,38.9
212568,2021-09-04,Reykjavik,63.0,13.7,11.7,12.5,9.2,6.0,8.1,11.4,11.4,0.0,42.8,79.6
212585,2021-09-21,Reykjavik,63.0,10.9,4.3,6.3,6.1,-3.6,0.7,21.1,21.1,0.0,50.9,105.5
212611,2021-10-17,Reykjavik,75.0,2.8,1.3,1.9,-2.4,-4.4,-3.5,21.4,10.4,7.7,26.9,55.4
212631,2021-11-06,Reykjavik,75.0,1.4,0.6,1.0,-3.7,-5.4,-4.5,21.5,4.5,11.9,29.1,52.2
212654,2021-11-29,Reykjavik,75.0,4.8,-0.9,0.7,1.0,-5.2,-3.6,13.0,0.3,8.96,17.9,37.4
212660,2021-12-05,Reykjavik,73.0,4.3,-6.5,1.0,-0.1,-12.1,-6.6,16.5,13.8,1.89,55.3,104.8
212692,2022-01-06,Reykjavik,73.0,3.8,0.9,2.9,-3.5,-6.3,-4.9,17.2,16.7,0.35,55.9,104.8
212717,2022-01-31,Reykjavik,75.0,4.6,-4.5,-1.1,-2.5,-11.8,-7.7,15.3,2.8,8.75,40.7,73.4
212724,2022-02-07,Reykjavik,75.0,2.5,-2.7,0.1,-5.4,-11.2,-8.8,17.3,2.4,10.43,63.2,118.4
212727,2022-02-10,Reykjavik,73.0,-1.9,-17.0,-8.4,-6.9,-22.2,-13.8,1.5,0.1,0.98,24.3,43.2
212738,2022-02-21,Reykjavik,75.0,2.6,-8.2,-1.9,-3.4,-13.4,-9.0,21.4,5.7,10.99,58.5,113.0
212739,2022-02-22,Reykjavik,75.0,2.1,-3.7,-0.1,-1.8,-11.1,-7.7,11.4,2.7,6.09,65.2,121.7
212742,2022-02-25,Reykjavik,75.0,4.3,-8.9,0.3,-3.0,-14.8,-7.7,20.8,11.8,6.3,57.0,104.4
212750,2022-03-05,Reykjavik,75.0,6.1,-0.3,2.8,2.3,-4.8,-2.9,17.0,12.7,3.01,45.2,92.5
212753,2022-03-08,Reykjavik,75.0,5.9,-2.1,2.4,-2.0,-7.5,-4.1,20.7,13.1,5.32,49.4,88.2
212759,2022-03-14,Reykjavik,75.0,6.3,0.7,2.8,-1.6,-8.2,-5.7,23.4,15.7,5.39,57.8,106.9
212846,2022-06-09,Reykjavik,3.0,18.2,7.8,13.3,17.4,6.4,11.8,0.0,0.0,0.0,9.9,29.5
212889,2022-07-22,Reykjavik,51.0,13.1,11.0,12.0,12.1,10.0,11.0,0.7,0.7,0.0,9.5,19.8
212928,2022-08-30,Reykjavik,63.0,13.6,7.3,12.0,10.9,5.3,8.3,19.0,19.0,0.0,42.0,70.2
212933,2022-09-04,Reykjavik,3.0,13.0,8.8,10.6,12.3,7.6,9.6,0.0,0.0,0.0,6.4,13.3
212938,2022-09-09,Reykjavik,61.0,12.1,10.2,11.4,11.6,6.6,9.8,29.0,29.0,0.0,22.6,42.5
213046,2022-12-26,Reykjavik,73.0,-7.7,-17.4,-12.5,-14.6,-23.5,-18.7,1.2,0.0,0.84,30.3,61.6
213050,2022-12-30,Reykjavik,3.0,-15.6,-18.9,-17.8,-21.5,-24.4,-23.3,0.0,0.0,0.0,19.7,31.3
