,time,location_name
404,2017-10-03,Cape Town
405,2017-10-30,Cape Town
406,2017-11-02,Cape Town
407,2017-12-07,Cape Town
408,2017-12-09,Cape Town
409,2018-02-09,Cape Town
410,2018-02-12,Cape Town
411,2018-02-13,Cape Town
412,2018-03-28,Cape Town
413,2018-05-31,Cape Town
414,2018-06-01,Cape Town
415,2018-08-26,Cape Town
416,2018-09-28,Cape Town
417,2018-10-22,Cape Town
418,2018-10-29,Cape Town
419,2019-01-11,Cape Town
420,2019-01-27,Cape Town
421,2019-02-02,Cape Town
422,2019-03-10,Cape Town
423,2019-06-21,Cape Town
424,2019-07-29,Cape Town
425,2019-09-07,Cape Town
426,2020-01-15,Cape Town
427,2020-01-16,Cape Town
428,2020-01-17,Cape Town
429,2020-01-18,Cape Town
430,2020-01-19,Cape Town
431,2020-07-10,Cape Town
432,2020-07-12,Cape Town
433,2020-08-04,Cape Town
434,2020-10-01,Cape Town
435,2021-03-09,Cape Town
436,2021-06-28,Cape Town
437,2021-07-01,Cape Town
438,2021-07-12,Cape Town
439,2021-08-27,Cape Town
440,2021-08-31,Cape Town
441,2021-10-27,Cape Town
442,2021-11-26,Cape Town
443,2021-12-04,Cape Town
444,2022-01-22,Cape Town
445,2022-03-11,Cape Town
446,2022-03-12,Cape Town
447,2022-06-06,Cape Town
448,2022-06-15,Cape Town
449,2022-08-25,Cape Town
450,2022-10-16,Cape Town
451,2022-12-09,Cape Town
452,2022-12-11,Cape Town
453,2022-12-12,Cape Town
454,2022-12-16,Cape Town
