,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1,1940-01-03,Cape Town,53.0,24.1,17.2,19.8,23.1,14.2,17.5,0.8,0.8,0.0,32.8,62.3
11,1940-01-13,Cape Town,53.0,29.0,15.5,21.7,28.4,13.0,19.9,1.2,1.2,0.0,27.0,55.4
16,1940-01-18,Cape Town,51.0,31.6,19.8,26.6,34.3,21.4,28.4,0.5,0.5,0.0,14.7,32.4
17,1940-01-19,Cape Town,51.0,25.6,18.5,21.5,25.3,18.3,20.9,1.4,1.4,0.0,29.5,57.6
18,1940-01-20,Cape Town,53.0,23.2,17.6,20.1,23.6,15.3,19.7,2.0,2.0,0.0,23.0,55.1
38,1940-02-09,Cape Town,51.0,23.2,16.6,19.6,22.7,13.2,19.3,4.3,4.3,0.0,36.8,66.2
54,1940-02-25,Cape Town,53.0,23.1,17.2,19.5,21.1,17.0,18.5,3.7,3.7,0.0,29.8,59.0
87,1940-03-29,Cape Town,63.0,18.1,15.2,16.8,17.8,12.5,15.5,16.4,16.4,0.0,24.9,42.1
117,1940-04-28,Cape Town,55.0,15.8,11.2,13.1,13.1,9.4,11.3,5.2,5.2,0.0,15.9,29.9
119,1940-04-30,Cape Town,61.0,17.2,13.0,14.9,16.4,12.6,14.1,12.0,12.0,0.0,15.8,34.2
166,1940-06-16,Cape Town,53.0,12.7,8.6,10.6,12.3,4.3,8.8,5.3,5.3,0.0,25.2,46.4
167,1940-06-17,Cape Town,63.0,13.9,9.2,12.1,11.8,4.6,8.0,36.7,36.7,0.0,37.9,74.5
171,1940-06-21,Cape Town,61.0,13.6,9.3,11.7,11.6,5.8,9.1,3.9,3.9,0.0,17.4,31.3
212,1940-08-01,Cape Town,51.0,13.3,8.7,10.7,8.5,5.6,7.1,2.5,2.5,0.0,28.0,52.9
223,1940-08-12,Cape Town,53.0,12.4,8.4,10.1,9.5,4.3,6.9,0.8,0.8,0.0,18.9,37.8
253,1940-09-11,Cape Town,61.0,16.4,11.2,13.6,16.3,9.5,12.3,7.3,7.3,0.0,17.1,34.6
257,1940-09-15,Cape Town,55.0,13.9,8.5,11.9,12.8,6.1,9.8,7.5,7.5,0.0,19.3,30.6
266,1940-09-24,Cape Town,61.0,13.8,10.1,11.4,11.1,3.5,6.8,8.8,8.8,0.0,37.1,74.5
273,1940-10-01,Cape Town,51.0,14.0,11.3,12.8,11.2,5.1,6.9,0.1,0.1,0.0,40.3,73.1
274,1940-10-02,Cape Town,51.0,17.6,11.9,14.8,14.5,6.2,10.7,0.7,0.7,0.0,37.6,68.8
275,1940-10-03,Cape Town,61.0,16.3,12.4,14.7,15.5,11.7,13.5,21.1,21.1,0.0,22.7,41.0
276,1940-10-04,Cape Town,53.0,17.2,13.4,15.3,14.3,10.1,12.1,2.3,2.3,0.0,35.5,66.2
277,1940-10-05,Cape Town,61.0,16.4,12.0,14.5,14.2,9.2,12.4,3.8,3.8,0.0,17.6,34.2
285,1940-10-13,Cape Town,53.0,22.2,14.9,18.6,22.2,13.3,18.1,3.5,3.5,0.0,17.1,32.4
286,1940-10-14,Cape Town,63.0,19.9,15.0,16.9,20.5,12.0,16.3,17.0,17.0,0.0,31.0,54.0
311,1940-11-08,Cape Town,63.0,22.0,15.1,17.8,23.9,13.0,17.4,9.8,9.8,0.0,17.1,33.5
359,1940-12-26,Cape Town,53.0,21.5,15.5,17.7,19.9,14.6,16.3,2.8,2.8,0.0,24.9,58.0
369,1941-01-05,Cape Town,55.0,22.7,18.2,20.0,21.9,14.8,18.8,3.9,3.9,0.0,33.0,63.7
370,1941-01-06,Cape Town,51.0,32.5,18.7,25.0,35.6,17.8,26.0,0.1,0.1,0.0,16.4,34.2
371,1941-01-07,Cape Town,51.0,29.0,19.2,23.1,28.7,17.6,22.3,0.1,0.1,0.0,30.6,52.6
372,1941-01-08,Cape Town,51.0,26.2,19.0,22.0,23.7,18.7,20.7,1.6,1.6,0.0,37.8,50.8
391,1941-01-27,Cape Town,0.0,27.4,18.0,21.7,26.3,17.2,19.8,0.0,0.0,0.0,42.2,76.7
396,1941-02-01,Cape Town,51.0,29.3,19.2,22.9,29.9,19.3,23.4,0.8,0.8,0.0,24.7,47.9
407,1941-02-12,Cape Town,53.0,26.5,16.8,21.1,28.8,17.3,22.3,1.4,1.4,0.0,15.3,35.6
408,1941-02-13,Cape Town,55.0,23.6,15.6,19.7,24.2,16.7,20.6,2.5,2.5,0.0,20.5,41.0
433,1941-03-10,Cape Town,53.0,19.9,15.3,17.5,17.3,11.4,14.0,2.4,2.4,0.0,33.1,65.2
434,1941-03-11,Cape Town,55.0,20.9,14.6,17.9,20.1,13.6,15.8,3.1,3.1,0.0,33.1,60.8
439,1941-03-16,Cape Town,51.0,28.7,18.5,22.6,30.5,20.0,23.8,0.4,0.4,0.0,14.3,34.6
491,1941-05-07,Cape Town,0.0,28.8,12.2,18.9,28.1,12.1,19.0,0.0,0.0,0.0,8.4,14.0
503,1941-05-19,Cape Town,53.0,17.6,13.1,15.4,17.0,10.8,14.4,7.9,7.9,0.0,23.0,43.6
508,1941-05-24,Cape Town,63.0,17.7,11.9,14.6,15.9,9.8,12.6,22.9,22.9,0.0,31.9,60.1
513,1941-05-29,Cape Town,53.0,13.8,8.1,11.8,12.0,6.4,10.1,5.8,5.8,0.0,13.6,30.6
553,1941-07-08,Cape Town,53.0,12.9,10.2,11.3,9.9,7.2,8.6,12.5,12.5,0.0,29.2,38.2
569,1941-07-24,Cape Town,61.0,12.4,8.0,10.6,10.5,4.0,8.8,12.8,12.8,0.0,24.5,28.1
573,1941-07-28,Cape Town,61.0,15.8,12.1,13.7,13.8,8.7,10.8,5.1,5.1,0.0,33.4,58.3
582,1941-08-06,Cape Town,55.0,12.9,7.7,10.3,9.5,4.6,7.5,4.7,4.7,0.0,25.5,50.4
597,1941-08-21,Cape Town,63.0,15.2,11.4,13.3,15.3,10.5,12.8,11.9,11.9,0.0,15.9,27.0
617,1941-09-10,Cape Town,53.0,11.8,8.9,10.1,9.1,4.5,6.5,3.7,3.7,0.0,22.3,50.4
677,1941-11-09,Cape Town,61.0,21.0,12.4,15.9,18.8,9.0,12.9,3.4,3.4,0.0,31.3,63.7
678,1941-11-10,Cape Town,51.0,15.7,11.4,13.5,10.8,6.0,8.3,1.4,1.4,0.0,42.6,82.4
699,1941-12-01,Cape Town,51.0,22.0,15.2,18.1,20.3,14.3,17.1,3.3,3.3,0.0,32.2,62.6
729,1941-12-31,Cape Town,55.0,24.3,14.4,19.1,24.6,14.0,18.4,1.3,1.3,0.0,24.6,54.7
732,1942-01-03,Cape Town,61.0,21.7,15.9,18.5,20.2,13.6,17.4,10.2,10.2,0.0,31.5,68.0
756,1942-01-27,Cape Town,51.0,25.7,16.8,20.4,28.1,17.2,21.3,1.3,1.3,0.0,19.4,37.4
757,1942-01-28,Cape Town,53.0,23.1,16.5,19.7,23.6,16.5,19.2,3.3,3.3,0.0,23.8,45.7
758,1942-01-29,Cape Town,53.0,22.1,16.5,18.7,22.8,15.9,18.6,3.8,3.8,0.0,18.8,36.4
808,1942-03-20,Cape Town,51.0,33.0,18.9,24.7,31.7,18.0,23.9,0.1,0.1,0.0,26.5,43.6
809,1942-03-21,Cape Town,63.0,27.2,18.3,20.6,28.2,18.8,21.6,11.7,11.7,0.0,14.8,36.4
816,1942-03-28,Cape Town,55.0,23.8,17.1,20.0,25.0,17.7,20.5,4.3,4.3,0.0,22.4,34.6
847,1942-04-28,Cape Town,63.0,17.9,12.1,14.6,16.7,11.0,13.0,14.5,14.5,0.0,29.3,43.6
876,1942-05-27,Cape Town,53.0,16.0,13.1,14.6,15.6,12.0,13.8,6.5,6.5,0.0,22.3,31.7
877,1942-05-28,Cape Town,53.0,17.2,13.7,15.1,15.3,11.0,13.3,6.9,6.9,0.0,32.2,54.4
897,1942-06-17,Cape Town,63.0,16.5,12.5,14.3,12.6,8.6,10.5,20.3,20.3,0.0,43.3,88.6
898,1942-06-18,Cape Town,53.0,12.6,10.3,11.3,8.7,5.9,7.3,4.1,4.1,0.0,30.8,58.0
904,1942-06-24,Cape Town,55.0,13.6,8.9,11.0,10.8,5.7,8.4,8.9,8.9,0.0,19.0,31.7
905,1942-06-25,Cape Town,53.0,10.5,5.9,8.7,8.4,3.1,6.3,3.8,3.8,0.0,15.7,37.8
929,1942-07-19,Cape Town,51.0,12.3,6.1,9.2,8.8,3.1,6.2,0.6,0.6,0.0,17.8,28.8
945,1942-08-04,Cape Town,55.0,10.1,4.0,8.7,7.0,-0.2,5.0,4.2,4.2,0.0,28.5,54.4
948,1942-08-07,Cape Town,51.0,13.0,7.4,10.1,11.3,5.4,8.3,0.9,0.9,0.0,17.7,22.7
963,1942-08-22,Cape Town,61.0,12.0,8.0,9.7,9.9,6.2,7.5,8.2,8.2,0.0,15.0,30.2
980,1942-09-08,Cape Town,61.0,12.0,7.2,10.4,9.7,4.3,7.4,7.3,7.3,0.0,29.7,58.0
983,1942-09-11,Cape Town,61.0,11.5,6.8,9.8,10.2,4.1,7.8,10.2,10.2,0.0,15.5,29.2
1027,1942-10-25,Cape Town,51.0,19.7,14.3,16.3,15.9,12.0,13.2,1.6,1.6,0.0,38.2,69.5
1090,1942-12-27,Cape Town,61.0,20.9,16.0,18.3,20.5,14.8,17.0,6.7,6.7,0.0,24.8,46.1
1100,1943-01-06,Cape Town,63.0,20.0,16.1,17.8,17.9,14.7,16.6,9.1,9.1,0.0,30.8,52.6
1111,1943-01-17,Cape Town,61.0,21.8,13.7,18.1,19.9,12.6,16.4,3.5,3.5,0.0,27.5,59.8
1114,1943-01-20,Cape Town,61.0,22.8,13.4,18.7,21.3,12.7,18.1,6.4,6.4,0.0,22.6,44.3
1122,1943-01-28,Cape Town,61.0,21.5,15.2,18.8,20.9,13.9,17.5,4.0,4.0,0.0,22.0,42.8
1128,1943-02-03,Cape Town,51.0,32.9,18.6,25.0,34.9,19.8,25.7,0.1,0.1,0.0,24.4,44.3
1159,1943-03-06,Cape Town,55.0,20.5,15.2,17.5,18.3,12.9,15.5,6.3,6.3,0.0,31.0,59.4
1166,1943-03-13,Cape Town,51.0,28.0,15.6,22.5,26.4,16.2,22.2,0.3,0.3,0.0,27.1,50.0
1168,1943-03-15,Cape Town,63.0,22.8,18.4,20.5,25.0,19.8,22.1,46.6,46.6,0.0,20.6,42.8
1234,1943-05-20,Cape Town,53.0,20.0,11.3,15.0,18.8,10.1,14.6,3.1,3.1,0.0,12.2,23.8
1235,1943-05-21,Cape Town,55.0,18.7,11.4,15.0,16.3,9.9,13.0,6.7,6.7,0.0,25.0,45.7
1244,1943-05-30,Cape Town,63.0,17.3,14.7,16.1,14.1,8.6,12.4,16.0,16.0,0.0,49.6,77.0
1245,1943-05-31,Cape Town,63.0,15.0,12.9,14.0,11.1,7.8,9.4,19.8,19.8,0.0,48.3,85.3
1274,1943-06-29,Cape Town,63.0,11.6,7.7,10.4,8.7,5.7,7.5,12.7,12.7,0.0,20.9,51.1
1282,1943-07-07,Cape Town,2.0,17.3,8.2,12.6,14.9,3.2,8.8,0.0,0.0,0.0,55.6,81.7
1283,1943-07-08,Cape Town,1.0,16.6,6.7,12.5,9.5,2.5,4.9,0.0,0.0,0.0,65.3,90.0
1294,1943-07-19,Cape Town,55.0,11.4,6.5,9.2,8.7,2.4,5.5,3.5,3.5,0.0,23.3,52.6
1309,1943-08-03,Cape Town,63.0,12.5,7.9,9.6,8.4,3.8,6.0,16.6,16.6,0.0,50.5,61.6
1313,1943-08-07,Cape Town,51.0,14.0,10.0,11.6,10.7,5.2,8.3,0.9,0.9,0.0,29.2,59.8
1334,1943-08-28,Cape Town,51.0,12.0,6.2,9.8,8.5,2.8,6.1,0.2,0.2,0.0,24.3,47.2
1335,1943-08-29,Cape Town,51.0,12.1,4.8,9.0,8.3,1.8,5.2,0.5,0.5,0.0,23.0,42.1
1379,1943-10-12,Cape Town,51.0,14.4,10.5,12.1,10.7,6.2,8.0,0.2,0.2,0.0,30.0,62.6
1383,1943-10-16,Cape Town,53.0,20.8,14.1,16.3,19.3,11.6,13.6,1.6,1.6,0.0,30.5,65.9
1408,1943-11-10,Cape Town,53.0,19.8,14.8,16.3,15.9,12.1,13.6,6.3,6.3,0.0,33.7,60.5
1418,1943-11-20,Cape Town,51.0,23.6,15.1,19.0,18.3,5.5,11.1,0.2,0.2,0.0,63.7,87.1
1430,1943-12-02,Cape Town,1.0,27.4,14.2,20.4,18.4,6.0,13.2,0.0,0.0,0.0,69.1,78.8
1497,1944-02-07,Cape Town,53.0,22.9,16.7,19.0,22.0,16.8,18.8,2.5,2.5,0.0,24.0,29.9
1506,1944-02-16,Cape Town,51.0,27.3,18.3,22.3,25.7,16.3,20.5,0.4,0.4,0.0,28.4,47.5
1507,1944-02-17,Cape Town,61.0,21.3,16.5,18.1,21.3,16.9,18.7,15.6,15.6,0.0,22.7,43.9
1508,1944-02-18,Cape Town,63.0,25.0,18.1,21.0,21.4,14.7,17.3,8.2,8.2,0.0,43.9,77.4
1509,1944-02-19,Cape Town,63.0,25.5,18.4,21.4,23.3,14.7,18.6,6.7,6.7,0.0,37.6,60.5
1510,1944-02-20,Cape Town,53.0,25.9,16.2,19.5,25.0,13.7,18.1,1.3,1.3,0.0,29.9,47.9
1512,1944-02-22,Cape Town,53.0,23.7,15.8,19.7,23.0,11.7,17.4,2.5,2.5,0.0,44.4,74.9
1513,1944-02-23,Cape Town,53.0,20.6,16.8,18.5,15.3,11.0,12.5,2.5,2.5,0.0,47.3,77.0
1514,1944-02-24,Cape Town,55.0,22.3,17.3,19.2,17.4,11.9,14.3,2.7,2.7,0.0,47.4,85.3
1518,1944-02-28,Cape Town,55.0,22.5,16.5,18.8,16.9,11.9,13.3,8.2,8.2,0.0,50.7,101.5
1521,1944-03-02,Cape Town,53.0,19.7,15.3,17.2,19.7,14.6,17.3,3.0,3.0,0.0,19.8,33.8
1526,1944-03-07,Cape Town,53.0,25.6,15.5,19.4,27.0,14.4,19.7,1.1,1.1,0.0,20.5,35.3
1529,1944-03-10,Cape Town,61.0,22.0,16.3,18.9,17.7,10.9,14.9,6.9,6.9,0.0,43.9,72.4
1530,1944-03-11,Cape Town,51.0,23.4,16.4,19.6,22.4,11.1,17.1,0.8,0.8,0.0,43.0,67.7
1532,1944-03-13,Cape Town,51.0,23.4,16.9,19.5,19.7,14.4,16.4,0.5,0.5,0.0,45.1,63.7
1533,1944-03-14,Cape Town,51.0,23.1,17.3,19.6,19.0,12.5,15.2,0.3,0.3,0.0,47.0,70.9
1537,1944-03-18,Cape Town,51.0,29.1,16.0,21.3,27.2,14.9,20.5,0.2,0.2,0.0,24.2,31.0
1559,1944-04-09,Cape Town,51.0,18.3,15.7,16.6,19.0,16.2,17.1,3.0,3.0,0.0,15.7,26.3
1577,1944-04-27,Cape Town,61.0,18.0,13.2,15.2,16.1,12.4,14.2,4.9,4.9,0.0,25.3,26.6
1587,1944-05-07,Cape Town,53.0,18.2,9.3,13.7,13.8,8.1,11.6,2.3,2.3,0.0,41.5,66.2
1605,1944-05-25,Cape Town,61.0,15.9,10.1,12.7,14.4,8.5,11.2,5.8,5.8,0.0,17.6,34.9
1612,1944-06-01,Cape Town,63.0,16.8,12.2,14.7,13.4,9.5,12.0,30.2,30.2,0.0,38.0,72.4
1617,1944-06-06,Cape Town,63.0,13.9,10.8,12.6,10.2,7.2,8.7,9.2,9.2,0.0,39.8,79.6
1621,1944-06-10,Cape Town,61.0,15.2,7.8,11.3,13.8,5.3,9.1,3.2,3.2,0.0,24.5,34.2
1622,1944-06-11,Cape Town,63.0,12.1,6.0,10.1,8.6,3.2,6.6,13.4,13.4,0.0,28.7,65.5
1624,1944-06-13,Cape Town,1.0,11.4,3.7,7.0,8.9,-0.6,3.7,0.0,0.0,0.0,16.4,22.7
1629,1944-06-18,Cape Town,51.0,21.0,8.4,13.8,19.9,6.4,12.5,0.7,0.7,0.0,15.8,23.0
1637,1944-06-26,Cape Town,61.0,19.7,8.5,13.4,18.7,6.8,12.4,3.6,3.6,0.0,15.5,24.1
1640,1944-06-29,Cape Town,61.0,13.2,11.6,12.3,11.9,10.3,11.1,5.0,5.0,0.0,11.1,34.2
1655,1944-07-14,Cape Town,61.0,12.4,7.6,10.8,10.1,5.1,8.5,15.1,15.1,0.0,22.0,42.8
1674,1944-08-02,Cape Town,61.0,11.0,8.3,10.1,9.2,5.1,6.7,12.8,12.8,0.0,28.6,43.9
1677,1944-08-05,Cape Town,53.0,13.8,9.9,11.8,9.9,5.0,8.1,6.9,6.9,0.0,29.8,57.2
1680,1944-08-08,Cape Town,63.0,13.1,10.2,11.6,12.4,8.5,9.9,11.3,11.3,0.0,21.9,69.5
1687,1944-08-15,Cape Town,51.0,15.4,9.2,11.8,12.7,5.2,9.0,1.6,1.6,0.0,24.1,62.6
1700,1944-08-28,Cape Town,55.0,13.2,9.5,12.0,8.9,4.2,6.4,8.6,8.6,0.0,40.5,76.7
1702,1944-08-30,Cape Town,61.0,12.0,7.4,10.3,8.0,3.9,6.4,5.9,5.9,0.0,26.8,41.8
1703,1944-08-31,Cape Town,51.0,13.0,7.6,10.3,8.2,3.8,6.6,2.5,2.5,0.0,28.8,54.4
1713,1944-09-10,Cape Town,51.0,14.4,11.2,12.8,9.8,6.8,8.3,0.5,0.5,0.0,30.9,61.2
1729,1944-09-26,Cape Town,61.0,18.0,9.3,13.5,17.1,7.6,11.6,7.7,7.7,0.0,25.3,65.2
1818,1944-12-24,Cape Town,61.0,21.0,12.2,17.5,19.3,11.0,15.9,5.4,5.4,0.0,28.8,53.3
1828,1945-01-03,Cape Town,61.0,21.3,15.7,18.8,20.7,14.8,18.1,1.7,1.7,0.0,22.7,41.4
1835,1945-01-10,Cape Town,0.0,30.6,16.7,22.0,28.7,12.8,18.6,0.0,0.0,0.0,39.2,72.0
1853,1945-01-28,Cape Town,0.0,35.8,18.9,27.1,36.1,19.3,26.6,0.0,0.0,0.0,25.6,45.7
1881,1945-02-25,Cape Town,51.0,32.9,19.0,25.7,34.3,19.5,26.6,0.1,0.1,0.0,16.6,34.9
1884,1945-02-28,Cape Town,1.0,26.1,18.1,20.6,26.5,16.1,19.8,0.0,0.0,0.0,31.1,74.5
1892,1945-03-08,Cape Town,61.0,20.9,16.6,18.7,22.5,17.3,19.7,3.5,3.5,0.0,20.5,26.6
1907,1945-03-23,Cape Town,51.0,32.0,16.6,25.3,32.9,16.8,25.0,0.1,0.1,0.0,18.1,33.5
1961,1945-05-16,Cape Town,53.0,18.3,12.8,15.1,12.5,9.5,11.4,3.2,3.2,0.0,39.6,67.3
1964,1945-05-19,Cape Town,55.0,17.2,13.8,15.1,17.5,13.7,15.6,13.0,13.0,0.0,13.8,30.2
1987,1945-06-11,Cape Town,63.0,10.9,7.4,9.3,7.8,2.7,6.2,26.0,26.0,0.0,30.4,53.6
1995,1945-06-19,Cape Town,55.0,13.8,8.7,11.4,8.2,6.2,7.4,6.2,6.2,0.0,42.5,77.8
2006,1945-06-30,Cape Town,61.0,13.1,8.7,10.5,10.1,6.9,8.4,12.5,12.5,0.0,18.9,33.8
2007,1945-07-01,Cape Town,51.0,12.1,7.1,9.5,10.8,5.3,7.9,0.3,0.3,0.0,7.6,20.5
2013,1945-07-07,Cape Town,61.0,11.6,9.7,10.6,8.2,3.8,5.7,14.7,14.7,0.0,43.9,77.8
2015,1945-07-09,Cape Town,53.0,12.8,6.6,10.6,12.0,3.7,9.2,2.7,2.7,0.0,12.3,27.7
2024,1945-07-18,Cape Town,51.0,11.8,6.6,8.9,8.6,3.7,6.2,0.5,0.5,0.0,18.4,33.1
2025,1945-07-19,Cape Town,61.0,12.8,4.8,8.9,7.9,2.0,5.4,4.4,4.4,0.0,25.6,44.6
2037,1945-07-31,Cape Town,61.0,13.1,8.7,11.0,10.4,7.0,8.8,7.7,7.7,0.0,23.4,43.9
2041,1945-08-04,Cape Town,51.0,12.2,8.7,10.8,10.0,5.4,6.6,0.1,0.1,0.0,31.1,48.6
2050,1945-08-13,Cape Town,61.0,18.1,8.5,12.7,15.8,6.3,10.9,13.5,13.5,0.0,16.6,32.0
2080,1945-09-12,Cape Town,61.0,15.2,10.9,12.6,13.8,7.3,10.1,3.6,3.6,0.0,16.9,38.2
2109,1945-10-11,Cape Town,51.0,16.8,10.1,13.4,12.9,5.4,9.1,0.2,0.2,0.0,33.0,67.0
2123,1945-10-25,Cape Town,51.0,20.5,14.5,16.9,18.1,12.5,14.3,0.6,0.6,0.0,31.2,61.2
2240,1946-02-19,Cape Town,53.0,24.6,16.8,19.7,22.8,16.1,18.6,1.8,1.8,0.0,23.1,46.4
2259,1946-03-10,Cape Town,1.0,36.0,16.6,25.1,34.1,16.4,23.1,0.0,0.0,0.0,24.5,54.0
2303,1946-04-23,Cape Town,55.0,17.9,14.4,15.9,16.8,13.3,15.2,6.1,6.1,0.0,20.9,33.5
2313,1946-05-03,Cape Town,61.0,19.8,14.2,16.3,18.0,12.1,14.9,4.7,4.7,0.0,27.2,54.7
2390,1946-07-19,Cape Town,53.0,14.8,7.6,12.4,12.3,5.6,10.7,5.8,5.8,0.0,17.7,33.8
2393,1946-07-22,Cape Town,61.0,18.1,5.3,11.8,12.9,2.2,8.6,4.8,4.8,0.0,29.6,48.6
2394,1946-07-23,Cape Town,61.0,12.1,7.1,10.5,10.3,4.6,8.5,8.4,8.4,0.0,12.5,27.7
2395,1946-07-24,Cape Town,53.0,11.3,6.0,8.4,7.9,3.1,5.6,1.1,1.1,0.0,15.8,25.9
2396,1946-07-25,Cape Town,51.0,12.1,4.5,8.0,8.6,1.5,4.8,0.1,0.1,0.0,16.6,32.0
2397,1946-07-26,Cape Town,51.0,11.9,4.3,7.9,8.9,1.7,5.3,0.8,0.8,0.0,15.6,19.1
2398,1946-07-27,Cape Town,51.0,11.9,5.2,8.5,7.7,1.5,5.4,0.3,0.3,0.0,21.1,28.8
2399,1946-07-28,Cape Town,3.0,11.1,4.1,7.3,8.5,1.2,4.6,0.0,0.0,0.0,9.9,22.0
2400,1946-07-29,Cape Town,51.0,11.4,2.1,6.8,7.6,-1.7,3.6,0.9,0.9,0.0,21.7,40.3
2403,1946-08-01,Cape Town,53.0,16.0,7.2,11.6,14.7,5.2,10.2,3.2,3.2,0.0,10.9,20.5
2441,1946-09-08,Cape Town,51.0,14.7,10.1,12.3,13.4,8.9,10.9,2.1,2.1,0.0,13.4,16.9
2444,1946-09-11,Cape Town,61.0,12.4,7.5,9.9,10.7,3.6,6.3,16.7,16.7,0.0,24.1,52.9
2457,1946-09-24,Cape Town,61.0,16.4,10.2,13.3,13.9,8.9,11.5,2.6,2.6,0.0,26.9,49.7
2461,1946-09-28,Cape Town,53.0,13.3,8.8,10.8,11.5,6.3,8.9,1.6,1.6,0.0,15.0,20.2
2475,1946-10-12,Cape Town,55.0,20.2,13.5,16.2,17.5,11.9,13.9,2.8,2.8,0.0,28.3,58.3
2485,1946-10-22,Cape Town,53.0,20.8,11.1,16.1,17.8,9.0,13.2,1.1,1.1,0.0,35.1,59.8
2486,1946-10-23,Cape Town,55.0,19.0,14.3,16.0,16.9,10.8,13.3,7.2,7.2,0.0,34.5,56.5
2584,1947-01-29,Cape Town,51.0,24.2,16.2,19.8,24.1,17.4,20.4,1.2,1.2,0.0,17.0,34.2
2599,1947-02-13,Cape Town,3.0,25.8,18.0,20.7,24.4,14.7,18.2,0.0,0.0,0.0,39.4,74.2
2686,1947-05-11,Cape Town,61.0,18.5,13.2,15.5,14.7,10.1,12.0,6.2,6.2,0.0,34.2,64.1
2695,1947-05-20,Cape Town,51.0,17.0,10.0,13.3,16.1,7.4,12.0,0.5,0.5,0.0,16.2,16.9
2704,1947-05-29,Cape Town,63.0,12.2,8.7,10.3,9.3,5.7,7.7,28.0,28.0,0.0,25.1,38.2
2720,1947-06-14,Cape Town,61.0,12.9,6.3,9.3,10.6,4.5,6.9,5.4,5.4,0.0,17.2,32.0
2725,1947-06-19,Cape Town,55.0,18.9,12.1,14.7,15.7,9.4,12.2,4.0,4.0,0.0,21.4,38.5
2726,1947-06-20,Cape Town,61.0,17.3,11.0,13.5,16.7,8.8,12.2,12.4,12.4,0.0,26.5,43.9
2728,1947-06-22,Cape Town,61.0,11.8,7.7,10.4,11.0,5.2,8.4,8.2,8.2,0.0,17.3,57.6
2744,1947-07-08,Cape Town,61.0,13.7,11.5,12.3,9.6,6.9,8.2,6.8,6.8,0.0,30.8,57.6
2745,1947-07-09,Cape Town,55.0,11.6,7.5,9.8,10.3,5.6,7.9,8.2,8.2,0.0,28.3,46.4
2746,1947-07-10,Cape Town,51.0,11.7,6.4,9.0,9.1,4.4,6.8,2.0,2.0,0.0,15.2,22.0
2760,1947-07-24,Cape Town,51.0,13.1,7.3,9.9,11.4,5.8,8.3,2.3,2.3,0.0,20.7,24.8
2784,1947-08-17,Cape Town,61.0,14.9,8.6,11.5,12.3,6.5,9.4,5.2,5.2,0.0,14.8,33.8
2798,1947-08-31,Cape Town,63.0,16.6,12.8,14.6,13.8,11.2,12.3,25.7,25.7,0.0,33.5,51.5
2800,1947-09-02,Cape Town,3.0,13.3,9.2,11.0,8.0,4.2,5.8,0.0,0.0,0.0,30.7,57.6
2809,1947-09-11,Cape Town,61.0,12.8,7.5,10.8,10.9,5.3,8.8,4.1,4.1,0.0,16.4,39.6
2820,1947-09-22,Cape Town,53.0,16.8,12.8,14.7,15.6,11.7,13.6,7.6,7.6,0.0,19.4,35.6
2821,1947-09-23,Cape Town,53.0,14.0,10.7,12.8,12.5,8.6,10.5,10.1,10.1,0.0,24.0,53.6
2929,1948-01-09,Cape Town,51.0,26.5,18.3,21.7,26.3,17.7,20.9,0.3,0.3,0.0,30.2,63.0
2931,1948-01-11,Cape Town,61.0,23.6,15.2,18.5,24.0,15.3,18.1,5.0,5.0,0.0,30.3,48.2
2940,1948-01-20,Cape Town,53.0,35.4,20.4,27.1,36.0,19.7,26.5,0.7,0.7,0.0,24.6,50.4
2941,1948-01-21,Cape Town,51.0,28.4,21.3,24.2,29.9,20.1,24.2,0.1,0.1,0.0,26.7,56.2
2971,1948-02-20,Cape Town,61.0,20.9,15.9,17.9,20.0,12.9,16.5,3.8,3.8,0.0,26.3,54.0
2992,1948-03-12,Cape Town,51.0,29.3,19.2,23.3,29.2,17.8,22.4,0.2,0.2,0.0,34.6,59.4
3007,1948-03-27,Cape Town,51.0,23.2,16.8,19.6,24.3,18.5,20.6,0.7,0.7,0.0,18.2,25.6
3030,1948-04-19,Cape Town,51.0,19.9,14.8,16.6,15.7,11.7,13.5,0.7,0.7,0.0,31.2,59.4
3037,1948-04-26,Cape Town,51.0,19.8,15.0,17.1,19.5,15.3,17.5,1.3,1.3,0.0,14.3,18.0
3050,1948-05-09,Cape Town,53.0,19.8,13.6,16.8,18.0,13.3,15.8,7.3,7.3,0.0,23.8,51.1
3057,1948-05-16,Cape Town,61.0,17.0,11.6,14.6,16.9,10.0,13.9,4.4,4.4,0.0,13.1,18.4
3067,1948-05-26,Cape Town,51.0,21.2,14.6,16.8,22.4,14.7,17.1,0.9,0.9,0.0,12.3,24.5
3072,1948-05-31,Cape Town,63.0,15.8,13.9,14.6,14.4,12.2,13.3,20.0,20.0,0.0,20.8,38.5
3074,1948-06-02,Cape Town,51.0,15.3,10.7,13.0,14.4,9.2,12.2,1.0,1.0,0.0,10.1,15.8
3095,1948-06-23,Cape Town,51.0,15.9,7.0,11.5,15.7,5.6,10.9,0.7,0.7,0.0,8.8,14.0
3114,1948-07-12,Cape Town,51.0,14.2,6.5,10.2,12.6,4.4,8.4,0.3,0.3,0.0,8.3,18.0
3118,1948-07-16,Cape Town,51.0,12.3,8.3,10.9,11.1,6.8,9.3,3.7,3.7,0.0,14.1,34.2
