,time,location_name
199,2001-01-06,Reykjavik
200,2001-02-21,Reykjavik
201,2001-03-16,Reykjavik
202,2001-04-28,Reykjavik
203,2001-10-19,Reykjavik
204,2001-11-01,Reykjavik
205,2001-11-10,Reykjavik
206,2001-12-12,Reykjavik
207,2001-12-21,Reykjavik
208,2002-06-08,Reykjavik
209,2002-06-11,Reykjavik
210,2002-06-17,Reykjavik
211,2002-06-18,Reykjavik
212,2002-09-01,Reykjavik
213,2002-10-02,Reykjavik
214,2002-12-21,Reykjavik
215,2003-02-21,Reykjavik
216,2003-07-17,Reykjavik
217,2003-07-23,Reykjavik
218,2003-07-26,Reykjavik
219,2003-09-14,Reykjavik
220,2003-09-15,Reykjavik
221,2003-09-26,Reykjavik
222,2004-01-16,Reykjavik
223,2004-03-14,Reykjavik
224,2004-04-20,Reykjavik
225,2004-06-27,Reykjavik
226,2004-07-03,Reykjavik
227,2004-08-09,Reykjavik
228,2004-08-10,Reykjavik
229,2004-08-11,Reykjavik
230,2004-08-12,Reykjavik
231,2004-08-13,Reykjavik
232,2004-11-20,Reykjavik
233,2005-02-24,Reykjavik
234,2005-04-12,Reykjavik
235,2005-06-14,Reykjavik
236,2005-06-15,Reykjavik
237,2005-07-19,Reykjavik
238,2005-07-23,Reykjavik
239,2005-08-06,Reykjavik
240,2005-11-13,Reykjavik
241,2005-12-21,Reykjavik
242,2006-04-15,Reykjavik
243,2006-05-09,Reykjavik
244,2006-05-19,Reykjavik
245,2006-07-25,Reykjavik
246,2006-07-30,Reykjavik
247,2006-08-01,Reykjavik
248,2006-11-16,Reykjavik
249,2006-12-23,Reykjavik
250,2007-03-06,Reykjavik
251,2007-04-06,Reykjavik
252,2007-04-28,Reykjavik
253,2007-05-31,Reykjavik
254,2007-06-23,Reykjavik
255,2007-06-25,Reykjavik
256,2007-07-02,Reykjavik
257,2007-07-03,Reykjavik
258,2007-07-04,Reykjavik
259,2007-07-05,Reykjavik
260,2007-08-05,Reykjavik
261,2007-08-10,Reykjavik
262,2007-09-12,Reykjavik
263,2007-10-04,Reykjavik
264,2007-11-17,Reykjavik
265,2007-12-30,Reykjavik
266,2008-01-12,Reykjavik
267,2008-01-14,Reykjavik
268,2008-02-08,Reykjavik
269,2008-04-23,Reykjavik
270,2008-06-01,Reykjavik
271,2008-07-02,Reykjavik
272,2008-07-03,Reykjavik
273,2008-07-07,Reykjavik
274,2008-07-25,Reykjavik
